time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_pH,SIL_rsi,CAR_ch4,PHY_cyano,PHY_cyano_IN,PHY_cyano_IP,PHY_green,PHY_green_IN,PHY_green_IP,PHY_diatom,PHY_diatom_IN,PHY_diatom_IP
2018-12-20,8.99738,-0.9474,0,367.2562,0.1662,0.35455000000000003,0.15135,16.4029635,523.7923,30.6311,1.4219,12.7969,2.8438,0.0323,0.2905,0.7531,62.3896,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-21,10.99448,1.1724,0,354.3505,0.6214,0.2114,0.1572,9.5621715,305.3464,17.8565,0.8738,7.864,1.7476,0.0423,0.3806,0.9867,68.3109,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-22,7.979159999999999,-0.85095,0,366.6518,0.564,0.38815,0.04485,0.4853205,15.498,0.9063,1.1717,10.5457,2.3435,-9e-4,-0.0081,-0.0209,61.9197,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-23,5.6040600000000005,-1.44675,0,370.4143,0.9763,0.08295,0.15675,2.1401415,68.3411,3.9966,0.6406,5.7655,1.2812,0.0375,0.3375,0.8751,50.4958,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-24,4.06518,-1.77165,0,372.4946,0.3976,0.2282,0.055799999999999995,2.302902,73.5383,4.3005,1.5912,14.3204,3.1823,0.0358,0.3221,0.8351,76.235,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-25,2.8798,-2.0391,0,374.2208,0.3307,0.30974999999999997,0.056400000000000006,8.972964000000001,286.5317,16.7562,0.5766,5.1895,1.1532,0.037,0.3332,0.8639,68.2536,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-26,2.01586,-2.47215,0,377.0465,0.0387,0.26075,0.1251,3.226104,103.0182,6.0245,1.407,12.6632,2.8141,0.039,0.3511,0.9103,64.8598,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-27,1.41106,-2.29485,0,375.8851,0.4184,0.16169999999999998,0.037349999999999994,11.7913635,376.5312,22.0194,1.126,10.1338,2.252,0.0133,0.1199,0.3109,78.5215,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-28,11.6116,-0.56355,0,364.8604,0.2774,0.0763,0.1311,5.798709,185.1692,10.8286,1.3782,12.4035,2.7563,0.019,0.1713,0.4442,85.4101,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-29,8.568,0.00285,0,361.373,0.3723,0.01015,0,20.8014975,664.2491,38.845,0.2033,1.8298,0.4066,0.0793,0.7134,1.8497,85.0046,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-30,6.2237,-0.24915,0,362.9177,0.5439,0.2737,0.09480000000000001,11.256336000000001,359.4459,21.0202,0.259,2.3314,0.5181,-0.0019,-0.0171,-0.0443,72.0113,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2018-12-31,5.0988,0.22995,0,359.9902,0.4685,0.525,0.06435,7.73262,246.9244,14.44,0.8402,7.5619,1.6804,0.0203,0.1828,0.4738,58.0202,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-01,4.05678,1.16865,0,354.3726,0.5033,0.2793,0,8.3407275,266.3421,15.5756,1.3762,12.3856,2.7524,0.0204,0.1834,0.4756,80.5697,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-02,3.0654399999999997,0.03255,0,361.1917,1.2444,0.3024,0.16394999999999998,6.427701,205.2541,12.0032,0.1006,0.9057,0.2013,0.022,0.1983,0.5141,65.287,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-03,3.3632199999999997,0.3435,0,359.3031,1.0553,0.30765000000000003,0,5.676552,181.2678,10.6005,0.3576,3.2183,0.7152,0.004,0.0363,0.094,46.3464,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-04,3.2129999999999996,-0.0507,0,361.6995,0.7683,0.0903,0.0897,10.809855,345.189,20.1865,0.2095,1.8851,0.4189,0.0152,0.1371,0.3554,57.3948,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-05,3.3982199999999994,0.17025,0,360.3526,0,0.51345,0.10065000000000002,13.04163,416.4554,24.3541,1.0612,9.5506,2.1224,0.0483,0.4345,1.1266,51.1304,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-06,2.49816,-0.2658,0,363.0196,0.2259,0.12495,0,7.1519175,228.3809,13.3556,0.9424,8.4815,1.8848,0.0467,0.4207,1.0906,45.5077,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-07,1.88496,-0.6774,0,365.5678,1.1199,0.46409999999999996,0.099,5.1048585,163.0118,9.5329,0.1673,1.5055,0.3346,-0.002,-0.0178,-0.0462,29.8664,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-08,1.5615599999999998,0.42885,0,358.787,0.4178,0.15855,0.10665,12.3531345,394.47,23.0684,0.9671,8.704,1.9342,0.0249,0.224,0.5807,30.2491,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-09,1.24152,-1.01025,0,367.6519,0.6553,0.23275,0.09990000000000002,7.262577,231.9138,13.5622,1.3531,12.1781,2.7063,-0.002,-0.018,-0.0466,96.8843,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-10,0.86912,-3.55425,0,384.266,0.8615,0.35385,0.02955,5.9993325,191.5751,11.2032,0.7114,6.4025,1.4228,0.0163,0.1469,0.3808,62.1966,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-11,0.6083,-3.9921,0,387.2538,0.4703,0.14,0.1236,12.2819445,392.1962,22.9354,0.6905,6.2146,1.381,0.0034,0.031,0.0803,85.6628,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-12,0.42588000000000004,-4.0128,0,387.3966,0.4552,0.27895,0,14.383372499999998,459.3005,26.8597,1.1042,9.9374,2.2083,0.0415,0.3735,0.9683,63.8787,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-13,0.29806,-4.26135,0,389.1116,1.0143,0.3759,0.06810000000000001,13.1588415,420.1983,24.573,0.4514,4.0622,0.9027,0.0627,0.5641,1.4625,61.0253,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-14,2.15348,-3.8415,0,386.2225,0.3495,0.3115,0.0588,2.480436,79.2071,4.632,0.4055,3.6493,0.811,0.0523,0.4707,1.2204,59.9134,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-15,2.64376,-3.597,0,384.5564,0.6202,0.371,0.07515,6.291085499999999,200.8915,11.748,0.9557,8.6009,1.9113,0.043,0.3874,1.0045,52.6312,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-16,1.85066,-3.84435,0,386.2418,0,0.39094999999999996,0.047099999999999996,17.059707,544.7633,31.8575,1.1023,9.9211,2.2047,0.0166,0.1491,0.3867,49.9802,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-17,1.29542,-4.2147,0,388.7883,0.7309,0.322,0.0537,13.2917085,424.4409,24.8211,0.4771,4.2943,0.9543,0.034,0.3057,0.7926,59.364,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-18,1.43752,-3.051,0,380.8792,0.5326,0.29995,0.10695,7.636356,243.8505,14.2603,0.8758,7.8821,1.7516,0.0272,0.2449,0.6349,70.2305,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-19,2.12996,-2.9949,0,380.5048,0.7866,0,0,10.408324499999999,332.367,19.4367,0.7332,6.5985,1.4663,0.0081,0.0731,0.1896,81.5637,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-20,4.44192,-3.67425,0,385.081,0,0.1603,0.15735,6.503553,207.6766,12.1448,0.3567,3.2101,0.7134,0.045,0.405,1.0499,43.0039,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-21,3.1092599999999995,-7.22325,0,410.5644,0.9124,0.2758,0.11309999999999999,6.8738355,219.5008,12.8363,0.3204,2.884,0.6409,0.0081,0.0733,0.1899,63.5207,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-22,2.17658,-6.63915,0,406.1804,0,0.22610000000000002,0.0531,2.8473795,90.9245,5.3172,0.6352,5.717,1.2704,0.0476,0.4286,1.1112,68.5343,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-23,1.52362,-4.5318,0,390.9921,0,0.47985,0.11505000000000001,9.255487500000001,295.5529,17.2838,1.176,10.5844,2.3521,0.0216,0.1944,0.5041,49.8201,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-24,5.45636,-2.75895,0,378.937,1.3944,0.09380000000000001,0.09795,2.747178,87.7254,5.1301,0.5891,5.3021,1.1782,0.0418,0.376,0.9749,57.4123,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-25,3.81948,-4.94085,0,393.8643,0.4095,0.4396,0.1164,0,0,0,0.7577,6.8196,1.5155,0.041,0.3688,0.956,52.3992,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-26,2.67358,-5.1876,0,395.6155,0.8455,0.76475,0,3.4418475,109.9073,6.4273,1.2958,11.6618,2.5915,0.0576,0.5188,1.3449,65.8203,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-27,1.8715199999999999,-4.69755,0,392.1512,0.7498,0.2667,0.19545,9.621769500000001,307.2502,17.9679,0.7064,6.3574,1.4128,0.0069,0.0625,0.1621,54.7195,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-28,1.31012,-4.08465,0,387.8911,0.3063,0.39865,0.0915,2.184399,69.7541,4.0792,0.9898,8.9086,1.9797,0.0078,0.0699,0.1812,78.9468,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-29,1.51578,-4.2867,0,389.287,0,0.3255,0.12345,12.241971,390.9205,22.8609,1.1186,10.0676,2.2372,0.0518,0.4662,1.2086,65.2458,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-30,1.06106,-6.23145,0,403.1651,0.7988,0.21385,0.0654,5.292063,168.99,9.8825,0.5606,5.0458,1.1213,0.0058,0.0524,0.1359,57.7748,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-01-31,0.7426999999999999,-6.7773,0,407.2101,0.9214,0.26845,0,12.057696,385.0358,22.5167,0.0433,0.3901,0.0867,0.0274,0.2462,0.6383,43.8905,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-01,0.51996,-5.1429,0,395.2975,0.3796,0.09065,0.0138,15.2367075,486.5503,28.4532,0.8305,7.4741,1.6609,0.0249,0.224,0.5808,47.7929,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-02,0.364,-3.9027,0,386.6407,0.1215,0.4858,0.12104999999999999,19.749618,630.6597,36.8807,0.7734,6.9605,1.5468,0.0385,0.3465,0.8984,56.6119,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-03,0.28321999999999997,-2.2779,0,375.775,0.1868,0.17115,0.1071,12.194784,389.4131,22.7727,1.1825,10.6423,2.365,0.0273,0.2454,0.6362,42.0994,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-04,0.36441999999999997,-1.63875,0,371.6411,0.4437,0.31920000000000004,0.0654,4.943799,157.8695,9.2321,0.7937,7.143,1.5873,0.0078,0.0702,0.1821,65.0191,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-05,0.63266,-0.1251,0,362.1559,0.1604,0,0,7.302708,233.1955,13.6372,1.1771,10.5935,2.3541,0.0146,0.1316,0.3413,76.8925,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-06,0.8202599999999999,0.3336,0,359.3626,0.573,0.2688,0.23805,17.228925,550.1674,32.1735,0.7746,6.9713,1.5492,0.0372,0.3352,0.8689,49.0306,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-07,2.37118,2.1396,0,348.7189,0.6972,0.41159999999999997,0.22560000000000002,9.0116775,287.768,16.8285,1.1196,10.0768,2.2393,0.0017,0.0155,0.0402,67.5706,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-08,1.93004,1.09425,0,354.8123,0.273,0.38185,0.0036,6.993693,223.3285,13.0601,0.9911,8.9195,1.9821,0.0329,0.2959,0.7672,59.4724,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-09,1.351,-2.7075,0,378.5969,0.2727,0.21664999999999998,0,14.559111,464.9129,27.1879,0.835,7.5147,1.6699,0,0,0,87.757,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-10,1.00716,-3.4791,0,383.757,0.0271,0.196,0.00405,11.3951565,363.8789,21.2795,1.2563,11.3065,2.5126,-1e-4,-7e-4,-0.0019,55.3417,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-11,1.7054799999999999,-1.66335,0,371.7983,1.3413,0.0441,0.07694999999999999,7.686756,245.4591,14.3543,1.4005,12.6049,2.8011,-0.0015,-0.0139,-0.0359,26.1395,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-12,4.1536599999999995,-2.04675,0,374.2704,0.4899,0.24605,0.06435,11.165678999999999,356.5512,20.8509,0.8226,7.4034,1.6452,0.0126,0.1131,0.2933,44.9794,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-13,3.36826,-2.0643,0,374.3849,0.462,0.15365,0.0528,7.076727000000001,225.9794,13.2152,0.8387,7.5479,1.6773,0.0088,0.0795,0.206,55.521,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-14,2.3577399999999997,-1.7415,0,372.3007,0.3187,0.2989,0.13305,15.9394095,508.99,29.7655,0.5755,5.1798,1.1511,0.0247,0.222,0.5755,53.993,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-15,1.80348,0.0486,0,361.0936,0.645,0.49385,0,5.673276,181.1634,10.5944,0.6359,5.7234,1.2719,0.0407,0.366,0.9489,51.2075,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-16,4.289739999999999,-0.71295,0,365.7898,0.8728,0,0.18825,2.5900875,82.7087,4.8368,0.5661,5.0945,1.1321,0.0572,0.5145,1.3338,69.3834,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-17,3.7391199999999993,-2.23545,0,375.4977,0.1429,0.2177,0.0831,13.239513,422.7745,24.7237,0.9167,8.2499,1.8333,0.0225,0.2022,0.5242,56.913,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-18,5.834219999999999,-1.443,0,370.3904,0.7695,0.0679,0,4.9137165,156.9089,9.176,0.6372,5.7348,1.2744,0.0405,0.3649,0.946,56.7004,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-19,4.08394,-1.90875,0,373.3777,1.1295,0.1421,0.0885,8.633268,275.6839,16.1219,0.5463,4.9166,1.0926,0.0239,0.2155,0.5588,60.8436,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-20,3.5235199999999995,-4.0317,0,387.5266,0.709,0.1281,0.0723,0,0,0,0.1751,1.5762,0.3503,0.0529,0.4759,1.2338,72.9592,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-21,8.863259999999999,-1.38225,0,370.0036,0.6343,0.224,0.08535,6.7949595,216.9818,12.689,0.972,8.7483,1.9441,0.0609,0.5485,1.422,81.2395,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-22,10.091339999999999,-0.8565,0,366.687,0.1852,0.2282,0.0050999999999999995,11.7983565,376.7547,22.0324,0.8967,8.0701,1.7934,0.0195,0.1754,0.4548,83.8282,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-23,14.12544,-0.90735,0,367.0052,0.2911,0.11130000000000001,0.09029999999999999,5.500655999999999,175.6514,10.272,0.3577,3.2192,0.7154,0.0341,0.3071,0.7962,58.2586,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-24,12.236979999999999,-0.1557,0,362.3427,0.22,0,0.09584999999999999,16.664004000000002,532.1283,31.1186,0.6761,6.0848,1.3522,0.0458,0.4126,1.0697,75.4295,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-25,8.63744,-1.51335,0,370.8387,0.9309,0.10464999999999999,0.08595,5.139099,164.1059,9.5968,0.1091,0.9815,0.2181,0.0548,0.4934,1.2791,67.8166,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-26,6.14082,-0.73485,0,365.9262,0.6848,0.22610000000000002,0.16965000000000002,16.596405,529.9693,30.9924,1.0278,9.2498,2.0555,0.0155,0.1398,0.3623,63.0762,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-27,4.302479999999999,-0.8235,0,366.4797,0.4675,0.3423,0.0576,3.9101895,124.8632,7.3019,0.4908,4.4171,0.9816,0.0398,0.3584,0.9293,40.0694,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-02-28,3.1472,0.5211,0,358.2316,0.7468,0,0.01965,0,0,0,0.9624,8.6619,1.9249,0.0244,0.2195,0.5691,47.4978,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-01,6.2664,-0.6099,0,365.1478,1.084,0.28,0.11399999999999999,2.9673629999999998,94.7566,5.5413,-0.0096,-0.0867,-0.0193,0.0416,0.3745,0.9709,55.817,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-02,4.8486199999999995,0.54825,0,358.0682,0.7679,0.37065,0.08985,0,0,0,0.4031,3.6279,0.8062,0.0171,0.1539,0.399,57.1908,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-03,6.332199999999999,-0.0177,0,361.498,0.5719,0.4207,0.0309,15.773215500000001,503.682,29.4551,1.2477,11.229,2.4953,0.0219,0.1968,0.5101,74.4503,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-04,4.5577,-0.9891,0,367.5182,0.0139,0,0.1005,9.596223,306.4342,17.9201,0.9954,8.9586,1.9908,0.0315,0.2835,0.735,70.0391,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-05,3.19032,-1.7736,0,372.5066,0.6567,0.19845000000000002,0.0753,2.738484,87.4473,5.1139,0.6172,5.5551,1.2345,0.0353,0.3176,0.8235,51.7361,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-06,2.2332799999999997,-2.5698,0,377.6886,0.7748,0.0504,0.07275000000000001,0,0,0,0.0237,0.2133,0.0474,8e-4,0.0074,0.0192,55.5786,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-07,1.56324,-2.121,0,374.7522,0.2951,0.08925,0.04185,10.4545665,333.8433,19.523,1.1267,10.1403,2.2534,0.0177,0.1589,0.4119,66.405,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-08,1.0942399999999999,-2.1084,0,374.671,0.5133,0.441,0.08715,13.608818999999999,434.5673,25.4133,0.4838,4.3545,0.9677,0.0312,0.281,0.7286,46.8693,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-09,1.5721999999999998,-1.75125,0,372.363,0.1866,0.2891,0.13815,8.392293,267.9896,15.6719,0.9038,8.1343,1.8076,0.0463,0.4165,1.0797,75.8764,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-10,2.43348,0.03495,0,361.1765,0.3044,0.15925,0.014100000000000001,3.384864,108.0877,6.3209,0.6859,6.1727,1.3717,0.0195,0.1753,0.4544,51.5766,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-11,2.0358799999999997,-0.0576,0,361.7425,0.9819,0.2744,0.040799999999999996,9.457434,302.002,17.6609,0.59,5.31,1.18,0.0169,0.1523,0.3949,34.3042,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-12,1.5649199999999999,-0.46575,0,364.2541,0.4728,0.12705,0.045899999999999996,2.1462525,68.5358,4.0079,-0.1136,-1.0224,-0.2272,0.0409,0.3682,0.9547,65.8711,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-13,1.16424,0.1992,0,360.177,0.5864,0.35245,0.022350000000000002,8.0923815,258.4126,15.1118,0.5485,4.9362,1.0969,0.0219,0.1971,0.5109,65.6565,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-14,1.1584999999999999,2.26845,0,347.98,0.0145,0.07595,0.18795,17.352468000000002,554.112,32.4042,1.463,13.1672,2.926,0.0128,0.1155,0.2993,48.613,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-15,1.6120999999999999,3.9696,0,338.4786,0.5599,0.16765,0.12735000000000002,4.0043745,127.8712,7.4778,0.6044,5.4398,1.2088,0.0217,0.195,0.5056,52.7085,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-16,1.3517,1.71045,0,351.198,0.6411,0.10745,0.08025,10.952991,349.7591,20.4538,1.1659,10.4931,2.3318,0.0243,0.219,0.5679,51.9137,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-17,1.057,1.71255,0,351.1861,1.4185,0.3878,0.10200000000000001,0,0,0,0.5895,5.3058,1.1791,0.0148,0.1328,0.3442,29.0375,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-18,0.89278,1.7778,0,350.8072,0.6821,0.44345,0.03765,5.051277,161.3011,9.4328,0.4941,4.4471,0.9882,0.0252,0.2272,0.589,70.4043,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-19,0.62496,1.7604,0,350.9075,1.2109,0.33285000000000003,0.0588,7.197057,229.8218,13.4399,1.1125,10.0129,2.2251,0.0321,0.2893,0.7501,35.7847,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-20,0.47851999999999995,2.35035,0,347.5121,0.7537,0.07909999999999999,0.1161,0,0,0,0.4153,3.7375,0.8306,0.0451,0.4063,1.0534,63.2154,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-21,2.94686,3.38625,0,341.6851,0.6968,0.0035,0.07725,0,0,0,0.7899,7.1094,1.5799,0.0944,0.8497,2.2029,65.9332,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-22,2.3832199999999997,2.6985,0,345.5348,0.0182,0.38815,0.10364999999999999,7.306172999999999,233.3067,13.6437,1.5213,13.6918,3.0426,-0.0021,-0.0187,-0.0484,96.772,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-23,1.86802,2.22495,0,348.2287,1.1249,0.2471,0.10125,12.416197499999999,396.484,23.1862,0.6728,6.0549,1.3455,0.007,0.063,0.1633,46.8258,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-24,1.533,3.33075,0,341.9928,0.6222,0,0.13124999999999998,5.285763,168.789,9.8707,1.1674,10.5066,2.3348,0.0044,0.0396,0.1027,69.4787,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-25,2.20318,4.4274,0,335.9984,0.3716,0.2744,0.07469999999999999,7.2280845000000005,230.8129,13.4978,0.9905,8.9141,1.9809,0.0276,0.2487,0.6448,61.0195,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-26,2.14116,4.6023,0,335.0587,1.194,0.3619,0.12045,14.014728,447.5294,26.1713,0.3771,3.3936,0.7541,0.0066,0.059,0.1529,55.4735,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-27,1.5446199999999999,3.8244,0,339.2717,0.1614,0.3801,0.0726,2.1891555,69.9063,4.0881,0.7354,6.6188,1.4709,0.0218,0.1959,0.5079,50.1384,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-28,1.2443199999999999,4.7571,0,334.232,0.8869,0.5075,0.023850000000000003,8.493565499999999,271.223,15.861,0.6003,5.4027,1.2006,0.0487,0.4385,1.137,70.4772,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-29,1.30382,6.4794,0,325.2624,0.6757,0.08084999999999999,0.1062,13.4015805,427.9498,25.0263,1.0405,9.3646,2.081,0.0149,0.134,0.3473,53.9024,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-30,1.1768399999999999,8.0418,0,317.485,0.9044,0.039900000000000005,0.06225,2.8156274999999997,89.9111,5.258,0.8364,7.5272,1.6727,0.0357,0.3209,0.8321,40.6744,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-03-31,0.82376,7.3035,0,321.1192,0.2047,0.29645,0.0432,7.524783,240.2867,14.0519,0.7512,6.761,1.5024,0.0522,0.4699,1.2183,63.848,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-04-01,0.57666,4.7025,0,334.523,0.7969,0.1771,0.09494999999999999,8.883441,283.6732,16.5891,0.8576,7.7185,1.7152,0.0853,0.7676,1.99,57.3196,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-04-02,0.40362,4.27515,0,336.8194,0.5286,0.51415,0.00855,4.682538,149.5266,8.7442,0.2399,2.1589,0.4797,0.038,0.3418,0.8861,87.332,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-04-03,0.28252,5.76345,0,328.9389,0.7747,0.53375,0.2061,9.016308,287.916,16.8372,0.6218,5.5959,1.2435,0.0441,0.3972,1.0298,81.7329,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-04-04,0.19782,7.35045,0,320.8856,1.0331,0.37135,0.10395,17.7974055,568.3209,33.2351,0.1605,1.4441,0.3209,0.0059,0.0534,0.1384,59.4126,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-04-05,3.0708999999999995,6.9804,0,322.7319,0.2989,0.4536,0.10799999999999998,3.15504,100.7494,5.8918,1.2705,11.4348,2.5411,0.0862,0.776,2.0117,69.7611,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-04-06,2.1497,8.61165,0,314.7299,0.4336,0.27545000000000003,0.06225,3.6099,115.2743,6.7412,0.5561,5.005,1.1122,0.03,0.27,0.6999,71.1483,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-04-07,1.62176,9.28185,0,311.5434,0.7732,0.1155,0.14745,0,0,0,0.7044,6.3393,1.4087,0.04,0.3599,0.933,70.2266,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-04-08,6.59932,10.4499,0,306.1248,0.2038,0.21035,0.0072,9.8062335,313.1402,18.3123,1.0494,9.4448,2.0988,0.0218,0.1965,0.5094,69.5202,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2019-04-09,4.61958,11.46315,0,301.5579,0.6173,0.32725,0.0291,5.2907085,168.947,9.8799,0.4513,4.0613,0.9025,0.0422,0.3797,0.9845,48.223,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
