"","DateTime","Depth","temp","DateTime.1","Depth.1","TOT_extc","DateTime.2","Depth.2","NIT_nit","DateTime.3","Depth.3","PHS_frp","DateTime.4","Depth.4","OGM_doc","DateTime.5","Depth.5","PHY_cyano","DateTime.6","Depth.6","PHY_tchla"
"1",2020-01-02,"0",23.3019327839924,2020-01-02,"0",0.4,2020-01-02,"0",0.0484321713346582,2020-01-02,"0",0.051751685013859,2020-01-02,"0",21.4732663020273,2020-01-02,"0",1.05876936822466,2020-01-02,"0",1.35598460625955
"2",2020-01-02,"0.71373475877193",23.3019327839924,2020-01-02,"0.71373475877193",0.54452115505611,2020-01-02,"0.71373475877193",0.0484321303585471,2020-01-02,"0.71373475877193",0.0517124925850733,2020-01-02,"0.71373475877193",21.4754972645952,2020-01-02,"0.71373475877193",1.06219327374539,2020-01-02,"0.71373475877193",1.36132622373285
"3",2020-01-02,"1.42746951754386",23.3019327839924,2020-01-02,"1.42746951754386",0.54452115505611,2020-01-02,"1.42746951754386",0.0484321301582803,2020-01-02,"1.42746951754386",0.0517125067688153,2020-01-02,"1.42746951754386",21.4755644288875,2020-01-02,"1.42746951754386",1.06219327374539,2020-01-02,"1.42746951754386",1.36132622373285
"4",2020-01-02,"2.14120427631579",23.3019325094944,2020-01-02,"2.14120427631579",0.544521154953395,2020-01-02,"2.14120427631579",0.0484321301050447,2020-01-02,"2.14120427631579",0.051714319201811,2020-01-02,"2.14120427631579",21.4758263313976,2020-01-02,"2.14120427631579",1.06219327281557,2020-01-02,"2.14120427631579",1.36132622283215
"5",2020-01-02,"2.85493903508772",23.3010203261625,2020-01-02,"2.85493903508772",0.54452063047053,2020-01-02,"2.85493903508772",0.0484365437928557,2020-01-02,"2.85493903508772",0.0517377537069618,2020-01-02,"2.85493903508772",21.4762687784455,2020-01-02,"2.85493903508772",1.06218841833936,2020-01-02,"2.85493903508772",1.36132161793788
"6",2020-01-02,"3.56867379385965",21.774742474262,2020-01-02,"3.56867379385965",0.542808274232935,2020-01-02,"3.56867379385965",0.0628256895723792,2020-01-02,"3.56867379385965",0.0616212117515117,2020-01-02,"3.56867379385965",21.1603338256227,2020-01-02,"3.56867379385965",1.04599989488342,2020-01-02,"3.56867379385965",1.34627158574842
"7",2020-01-02,"4.28240855263158",18.77349062063,2020-01-02,"4.28240855263158",0.539711370870587,2020-01-02,"4.28240855263158",0.0648643030675692,2020-01-02,"4.28240855263158",0.0650419826575359,2020-01-02,"4.28240855263158",20.579637425645,2020-01-02,"4.28240855263158",1.0276969185955,2020-01-02,"4.28240855263158",1.32489191074162
"8",2020-01-02,"4.99614331140351",15.2549251137212,2020-01-02,"4.99614331140351",0.536929435880658,2020-01-02,"4.99614331140351",0.0641576322811462,2020-01-02,"4.99614331140351",0.0661945080041799,2020-01-02,"4.99614331140351",20.0760153815319,2020-01-02,"4.99614331140351",1.01403213253559,2020-01-02,"4.99614331140351",1.30048895678076
"9",2020-01-02,"5.70987807017544",12.8839460197584,2020-01-02,"5.70987807017544",0.53445286113865,2020-01-02,"5.70987807017544",0.0641369339023366,2020-01-02,"5.70987807017544",0.0673611070811288,2020-01-02,"5.70987807017544",19.6297852139585,2020-01-02,"5.70987807017544",1.00425420226817,2020-01-02,"5.70987807017544",1.27947927178622
"10",2020-01-02,"6.42361282894737",11.1004200891812,2020-01-02,"6.42361282894737",0.532040340025076,2020-01-02,"6.42361282894737",0.0634426354128547,2020-01-02,"6.42361282894737",0.0686295001963045,2020-01-02,"6.42361282894737",19.1926472022521,2020-01-02,"6.42361282894737",0.997372575820789,2020-01-02,"6.42361282894737",1.26003485574258
"11",2020-01-02,"7.1373475877193",10.2574447366368,2020-01-02,"7.1373475877193",0.52947659424917,2020-01-02,"7.1373475877193",0.057837326284576,2020-01-02,"7.1373475877193",0.0698711055844455,2020-01-02,"7.1373475877193",18.7139932872261,2020-01-02,"7.1373475877193",0.992084099675114,2020-01-02,"7.1373475877193",1.24343684633903
"12",2020-01-02,"7.85108234649123",9.8164139607346,2020-01-02,"7.85108234649123",0.527225926959142,2020-01-02,"7.85108234649123",0.0509759044258298,2020-01-02,"7.85108234649123",0.0713673436411185,2020-01-02,"7.85108234649123",18.2947402480219,2020-01-02,"7.85108234649123",0.988150749980784,2020-01-02,"7.85108234649123",1.23016684974663
"13",2020-01-02,"8.56481710526316",9.03016850037774,2020-01-02,"8.56481710526316",0.525072925843852,2020-01-02,"8.56481710526316",0.0472138020853175,2020-01-02,"8.56481710526316",0.0732607435184479,2020-01-02,"8.56481710526316",17.8906394152598,2020-01-02,"8.56481710526316",0.985363060325477,2020-01-02,"8.56481710526316",1.21939345007479
"14",2020-01-02,"9.27855186403509",6.2044925221613,2020-01-02,"9.27855186403509",0.523971245638785,2020-01-02,"9.27855186403509",0.0459853067823052,2020-01-02,"9.27855186403509",0.0769402871066326,2020-01-02,"9.27855186403509",17.6925135330088,2020-01-02,"9.27855186403509",0.984999692995719,2020-01-02,"9.27855186403509",1.21028917029678
"15",2020-01-02,"9.99228662280702",2.03933283041722,2020-01-02,"9.99228662280702",0.525075361339091,2020-01-02,"9.99228662280702",0.0443250080577127,2020-01-02,"9.99228662280702",0.081843718027685,2020-01-02,"9.99228662280702",17.9232734596881,2020-01-02,"9.99228662280702",0.987287223762458,2020-01-02,"9.99228662280702",1.20607500092448
"16",2020-01-02,"10.7060213815789",4.15910334262918,2020-01-02,"10.7060213815789",0.527597455859101,2020-01-02,"10.7060213815789",0.0400771054011858,2020-01-02,"10.7060213815789",0.092350025941102,2020-01-02,"10.7060213815789",18.4411514096941,2020-01-02,"10.7060213815789",0.985302709334211,2020-01-02,"10.7060213815789",1.20144966015724
"17",2020-01-02,"11.4197561403509",NA,2020-01-02,"11.4197561403509",NA,2020-01-02,"11.4197561403509",NA,2020-01-02,"11.4197561403509",NA,2020-01-02,"11.4197561403509",NA,2020-01-02,"11.4197561403509",NA,2020-01-02,"11.4197561403509",NA
"18",2020-01-02,"12.1334908991228",NA,2020-01-02,"12.1334908991228",NA,2020-01-02,"12.1334908991228",NA,2020-01-02,"12.1334908991228",NA,2020-01-02,"12.1334908991228",NA,2020-01-02,"12.1334908991228",NA,2020-01-02,"12.1334908991228",NA
"19",2020-01-02,"12.8472256578947",NA,2020-01-02,"12.8472256578947",NA,2020-01-02,"12.8472256578947",NA,2020-01-02,"12.8472256578947",NA,2020-01-02,"12.8472256578947",NA,2020-01-02,"12.8472256578947",NA,2020-01-02,"12.8472256578947",NA
"20",2020-01-02,"13.5609604166667",NA,2020-01-02,"13.5609604166667",NA,2020-01-02,"13.5609604166667",NA,2020-01-02,"13.5609604166667",NA,2020-01-02,"13.5609604166667",NA,2020-01-02,"13.5609604166667",NA,2020-01-02,"13.5609604166667",NA
